City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
195,bonthe,7.5264,-12.505,26.74,79,100,4.09,SL,1712864902
196,cabedelo,-6.9811,-34.8339,30.37,80,100,4.19,BR,1712864866
197,prado,-17.3411,-39.2208,27.06,77,36,3.63,BR,1712864778
198,cockburn town,21.4612,-71.1419,25.42,78,3,8.68,TC,1712864859
199,lorengau,-2.0226,147.2712,26.26,86,100,0.76,PG,1712864902
200,margate,51.3813,1.3862,13.26,86,59,3.58,GB,1712864780
201,yambio,4.5721,28.3955,24.92,65,99,2.6,SS,1712864903
202,mutare,-18.9707,32.6709,15.42,93,100,1.41,ZW,1712864903
203,kourou,5.1552,-52.6478,31.03,77,100,3.08,GF,1712864903
204,mugia,43.1041,-9.2179,18.28,72,100,1.75,ES,1712864903
205,seaside,36.6111,-121.8516,28.18,72,0,4.47,US,1712864878
206,vyazemskiy,47.5378,134.7525,7.24,86,57,1.8,RU,1712864903
207,alice,27.7523,-98.0697,31.69,20,0,5.66,US,1712864904
208,uturoa,-16.7333,-151.4333,28.51,79,29,7.45,PF,1712864904
209,neusiedl am see,47.9357,16.8325,17.07,67,61,3.1,AT,1712864904
210,la passe,45.5549,-0.8967,15.13,92,54,3.08,FR,1712864880
211,greymouth,-42.4667,171.2,12.39,88,44,4.21,NZ,1712864859
212,zambezi,-13.5432,23.1047,19.4,82,89,1.61,ZM,1712864905
213,anadyr,64.75,177.4833,-15.72,71,0,2.0,RU,1712864905
214,kinablangan,7.6947,126.5503,23.35,88,78,2.11,PH,1712864905
215,bredasdorp,-34.5322,20.0403,14.36,69,0,4.57,ZA,1712864905
216,mili,6.0815,171.735,27.24,85,100,8.58,MH,1712864905
217,sur,22.5667,59.5289,30.21,46,100,5.93,OM,1712864905
218,mayuge,0.4597,33.4803,20.16,87,82,2.33,UG,1712864906
219,nampa,43.5407,-116.5635,22.1,42,0,4.63,US,1712864666
220,lensk,60.7253,114.9278,-18.17,100,100,1.64,RU,1712864906
221,yarmouth,41.7057,-70.2286,13.41,94,100,3.09,US,1712864906
222,vilyuchinsk,52.9306,158.4028,0.15,81,5,4.58,RU,1712864866
223,sukhodol,53.9006,51.2117,12.87,73,100,6.62,RU,1712864906
224,impfondo,1.6381,18.0667,23.48,91,100,0.25,CG,1712864907
225,brodnica,53.2597,19.3965,14.65,60,100,4.16,PL,1712864907
226,nyurba,63.2842,118.3319,-21.49,99,68,2.54,RU,1712864907
227,san patricio,28.017,-97.5169,30.97,20,0,5.1,US,1712864907
228,el oro de hidalgo,19.8,-100.1333,22.9,13,1,5.74,MX,1712864907
229,quatre cocos,-20.2078,57.7625,26.72,86,9,2.0,MU,1712864907
230,andergrove,-21.0833,149.1833,18.69,82,12,5.05,AU,1712864908
231,xai-xai,-25.0519,33.6442,21.92,68,95,6.06,MZ,1712864908
232,cill airne,52.05,-9.5167,12.05,97,100,3.29,IE,1712864642
233,urazovo,50.0836,38.0395,20.47,48,18,1.02,RU,1712864908
234,villa mercedes,-33.6757,-65.4578,11.27,82,100,5.83,AR,1712864909
235,katabu,-4.9333,122.5167,23.62,97,20,0.45,ID,1712864909
236,xilin hot,43.9667,116.0333,10.64,45,100,3.54,CN,1712864909
237,rio grande,-32.035,-52.0986,22.06,61,100,6.48,BR,1712864776
238,san sebastian de la gomera,28.0916,-17.1133,31.2,28,0,0.51,ES,1712864909
239,toliara,-23.35,43.6667,24.4,72,100,3.89,MG,1712864909
240,kavieng,-2.5744,150.7967,26.92,82,98,1.76,PG,1712864910
241,kayangel,8.0823,134.7173,27.8,75,22,5.63,PW,1712864910
242,lezhe,41.7836,19.6436,15.18,58,4,2.93,AL,1712864910
243,mount gambier,-37.8333,140.7667,12.16,68,100,1.39,AU,1712864910
244,siwa oasis,29.2041,25.5195,22.91,20,0,4.43,EG,1712864910
245,zag,46.9441,99.165,-0.44,68,100,2.97,MN,1712864911
246,afaahiti,-17.75,-149.2833,27.93,85,100,7.35,PF,1712864911
247,broken hill,-31.95,141.4333,11.01,66,0,3.31,AU,1712864820
248,coos bay,43.3665,-124.2179,17.81,66,0,4.12,US,1712864911
249,utrik,11.2278,169.8474,26.6,76,100,9.51,MH,1712864828
250,sao gabriel da cachoeira,-0.1303,-67.0892,30.89,74,20,2.57,BR,1712864911
251,shendi,16.6915,33.4341,28.88,8,0,5.0,SD,1712864912
252,forio,40.7342,13.8646,17.51,81,100,4.02,IT,1712864912
253,vila velha,-20.3297,-40.2925,29.97,80,20,4.12,BR,1712864628
254,linxia chengguanzhen,35.6003,103.2064,9.37,30,57,1.18,CN,1712864912
255,la gi,10.6667,107.7833,26.12,84,65,6.01,VN,1712864912
256,hasaki,35.7333,140.8333,13.22,81,100,4.87,JP,1712864912
257,moundou,8.5667,16.0833,34.19,34,100,0.16,TD,1712864913
258,calvi,42.5,8.8333,13.35,72,0,3.09,FR,1712864913
259,fortaleza,-3.7227,-38.5247,30.07,79,20,4.63,BR,1712864700
260,yanbu,24.0891,38.0637,25.02,53,0,4.12,SA,1712864913
261,pahrump,36.2083,-115.9839,28.47,17,0,1.34,US,1712864913
262,yuzhno-kurilsk,44.0306,145.8556,4.65,76,100,4.38,RU,1712864867
263,bengkulu,-3.8004,102.2655,25.16,92,100,1.73,ID,1712864914
264,forster,-32.1667,152.5167,11.27,100,31,3.89,AU,1712864914
265,tolanaro,-25.0319,46.9987,24.04,83,40,3.09,MG,1712864831
266,port saint john's,-31.6229,29.5448,16.27,64,9,6.68,ZA,1712864864
267,nova vicosa,-17.8919,-39.3719,27.27,76,0,3.27,BR,1712864914
268,san matias,-16.3667,-58.4,27.77,82,100,2.26,BO,1712864915
269,island harbour,50.724,-1.2758,12.4,91,91,2.68,GB,1712864915
270,tateyama,34.9833,139.8667,14.5,86,96,5.67,JP,1712864915
271,alaghsas,17.0187,8.0168,33.2,10,100,3.85,NE,1712864915
272,gordonvale,-17.0936,145.7842,19.95,100,37,1.73,AU,1712864915
273,santa ana,33.7456,-117.8678,32.72,50,20,4.12,US,1712864915
274,las tablas,7.7667,-80.2833,31.01,65,100,5.65,PA,1712864916
275,tofol,5.3248,163.0078,27.08,85,100,6.58,FM,1712864916
276,la mira,18.035,-102.3266,29.1,52,0,4.47,MX,1712864916
277,muroto-misakicho,33.2833,134.15,15.15,76,100,4.83,JP,1712864916
278,martapura,-3.4167,114.85,24.16,96,100,0.38,ID,1712864916
279,canutama,-6.5339,-64.3831,30.23,64,99,0.37,BR,1712864916
280,ilulissat,69.2167,-51.1,-5.99,79,75,2.06,GL,1712864845
281,zaterechnyy,44.7931,45.2097,14.99,44,49,2.83,RU,1712864917
282,pacific grove,36.6177,-121.9166,26.88,74,0,4.47,US,1712864836
283,hamilton,39.1834,-84.5333,19.48,91,100,5.14,US,1712864658
284,akureyri,65.6835,-18.0878,2.96,75,75,4.12,IS,1712864917
285,belomorsk,64.5232,34.7668,3.49,77,11,7.68,RU,1712864875
286,flying fish cove,-10.4217,105.6791,26.82,83,40,4.63,CX,1712864917
287,murzuq,25.9155,13.9184,24.43,14,0,8.43,LY,1712864917
288,san luis,-33.295,-66.3356,10.54,84,100,0.93,AR,1712864767
289,inirida,3.8653,-67.9239,36.68,39,95,2.5,CO,1712864918
290,la ronge,55.1001,-105.2842,4.14,65,75,3.09,CA,1712864918
291,puerto aysen,-45.4,-72.7,14.92,58,0,1.32,CL,1712864881
292,obuase,6.206,-1.6619,24.44,87,100,1.44,GH,1712864918
293,dunedin,-45.8742,170.5036,8.22,99,100,1.79,NZ,1712864836
294,dolinsk,47.35,142.8,5.4,85,43,6.45,RU,1712864919
295,novaya igirma,57.1334,103.9112,-4.95,97,99,1.05,RU,1712864919
296,baneh,35.9975,45.8853,6.67,80,99,2.86,IR,1712864919
297,tarauaca,-8.1614,-70.7656,27.83,78,94,1.21,BR,1712864919
298,puerto santa,-8.9906,-78.6456,23.64,77,21,4.69,PE,1712864919
299,udachny,66.4167,112.4,-28.08,100,100,2.15,RU,1712864838
300,horta,38.5333,-28.6333,15.8,92,20,2.57,PT,1712864920
301,tucuma,-0.1833,-50.05,28.28,81,100,3.1,BR,1712864784
302,kuqa,41.7278,82.9364,16.35,24,5,0.75,CN,1712864920
303,geraldton,-28.7667,114.6,20.23,64,1,6.69,AU,1712864920
304,tazovsky,67.4667,78.7,-24.21,98,38,4.87,RU,1712864920
305,hami,42.8,93.45,14.79,31,2,4.28,CN,1712864920
306,junin de los andes,-39.9504,-71.0694,12.64,42,53,4.52,AR,1712864921
307,turpan,42.9333,89.1667,19.05,24,0,1.25,CN,1712864874
308,dudinka,69.4058,86.1778,-25.77,100,82,3.44,RU,1712864832
309,el calafate,-50.3408,-72.2768,9.35,55,5,2.59,AR,1712864921
310,motueka,-41.1333,173.0167,17.83,98,90,2.09,NZ,1712864921
311,farasan,16.7022,42.1183,28.55,73,13,3.05,SA,1712864921
312,vila franca do campo,37.7167,-25.4333,18.27,99,7,1.77,PT,1712864921
313,kimbe,-5.5502,150.1429,24.1,92,86,1.35,PG,1712864922
314,san fernando de apure,7.8878,-67.4724,39.38,23,18,4.18,VE,1712864759
315,michigan city,41.7075,-86.895,10.29,93,100,6.76,US,1712864795
316,wewak,-3.5534,143.6268,25.13,91,24,2.34,PG,1712864922
317,faya-largeau,17.9257,19.1043,28.45,11,49,6.41,TD,1712864922
318,salym,60.0625,71.4789,-6.67,85,100,5.28,RU,1712864923
319,urangan,-25.3,152.9,17.89,90,20,2.68,AU,1712864923
320,yurty,56.0498,97.6348,-2.15,95,100,2.74,RU,1712864923
321,le lavandou,43.137,6.366,18.2,65,0,1.03,FR,1712864923
322,puerto la cruz,10.2167,-64.6167,28.77,68,5,8.16,VE,1712864923
323,mvomero,-6.25,38.6667,25.01,95,6,1.24,TZ,1712864923
324,lubango,-14.9172,13.4925,20.92,78,5,2.57,AO,1712864924
325,rongelap,11.1635,166.8941,26.8,79,100,9.27,MH,1712864924
326,nar'yan-mar,67.6713,53.087,1.73,100,100,7.6,RU,1712864832
327,naroda,23.0833,72.6667,29.98,37,5,5.66,IN,1712864924
328,namibe,-15.1961,12.1522,22.67,73,1,3.6,AO,1712864924
329,klaksvik,62.2266,-6.589,9.51,94,100,13.74,FO,1712864924
330,howrah,22.5892,88.3103,27.0,61,40,1.54,IN,1712864881
331,huangshan,29.7114,118.3125,18.57,97,100,0.65,CN,1712864926
332,rudsar,37.1376,50.288,13.99,82,100,6.55,IR,1712864926
333,okhotsk,59.3833,143.3,-5.96,95,89,1.72,RU,1712864926
334,sorong,-0.8833,131.25,26.65,80,100,2.03,ID,1712864926
335,fereydun kenar,36.6864,52.5225,13.12,82,100,10.69,IR,1712864926
336,chongwe,-15.3292,28.682,19.36,95,73,4.65,ZM,1712864927
337,buka,40.8108,69.1986,17.01,70,100,3.64,UZ,1712864828
338,newnham,-41.3833,147.1333,7.04,100,80,2.06,AU,1712864927
339,koh kong,11.6175,102.9806,26.38,87,100,1.72,KH,1712864927
340,kidal,18.4411,1.4078,33.8,8,100,4.95,ML,1712864858
341,bomdila,27.25,92.4,3.37,82,100,2.78,IN,1712864928
342,anka,12.1138,5.9243,35.06,8,99,3.67,NG,1712864928
343,argo,37.6333,22.7333,17.29,42,100,4.04,GR,1712864928
344,lodeynoye pole,60.726,33.5531,4.37,89,100,6.06,RU,1712864700
345,port moresby,-9.4431,147.1797,25.05,86,84,5.55,PG,1712864849
346,palikir - national government center,6.9248,158.1611,25.41,94,100,0.0,FM,1712864876
347,khandyga,62.6667,135.6,-5.96,91,99,2.76,RU,1712864840
